conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.69E+18,Thu Aug 24 05:24:42 +0000 2023,28,Segini biaya ganti rangka eSAF... Belum nunggu indent rangka 6 bulan... Ribet ngurus dokumentnya... https://t.co/QlFAgXyAmV,1.69E+18,https://pbs.twimg.com/ext_tw_video_thumb/1694581309639974912/pu/img/ETb4n9N9RpYqYnpw.jpg,,in,,2,11,11,https://x.com/AbanggSayur/status/1694581475029692830,1.10E+18,AbanggSayur
1.69E+18,Thu Aug 24 00:21:20 +0000 2023,6,Wahai dewa besi dewa roda dua atau zat pencipta motor di atas sana. Lindungi saya dan motor Vario saya dari rapuhnya rangka motor kerupuk. Dan jauhilah saya dari bengkel untuk beli rangka eSaf yang dijual satu juta itu. Masa disuruh beli wahai dewa roda dua. Amin. https://t.co/hFXqBVPtNo,1.69E+18,https://pbs.twimg.com/media/F4QXb9JaYAAF0-f.jpg,,in,Nelson Road,0,1,1,https://x.com/nuhagunawan/status/1694505131730239502,369454945,nuhagunawan
1.69E+18,Thu Aug 24 01:32:20 +0000 2023,31,Rangka esaf bikin insyaf -rek https://t.co/PXEqEHyFrQ,1.69E+18,https://pbs.twimg.com/media/F4Qnr8CaYAEHDAO.jpg,,in,Kota Surabaya Jawa Timur,0,2,0,https://x.com/sbyfess/status/1694523001570795955,1.15E+18,sbyfess
1.69E+18,Fri Aug 25 01:01:31 +0000 2023,3,Respons Honda terhadap Kasus Rangka eSAF Patah yang Amat Payah Klarifikasi kok Bentuknya Komedi Maksud?! #TerminalMojok https://t.co/1QzRfT7n5A,1.69E+18,,,in,redaksi@mojok.co,0,0,2,https://x.com/mojokdotco/status/1694877632553537621,2388795571,mojokdotco
1.69E+18,Thu Aug 24 03:37:38 +0000 2023,0,itu hati apa rangka esaf? gampang banget patah~,1.69E+18,,,in,,0,5,0,https://x.com/bitenoexcuse/status/1694554532876054995,1.24E+18,bitenoexcuse
1.69E+18,Fri Aug 25 08:39:18 +0000 2023,14,lemes banget mas rapuh kek rangka eSAF,1.69E+18,,,in,emailnyausai@gmail.com,0,2,4,https://x.com/usaisudahhh/status/1694992836561883267,1.12E+18,usaisudahhh
1.69E+18,Wed Aug 23 11:37:23 +0000 2023,265,Baru turun barusan sebelum Maghrib belum dipake sama sekali noh udah pada karatan rangka nya wkwkw kocak banget rangka eSAF https://t.co/5xhESwovMa,1.69E+18,https://pbs.twimg.com/media/F4NoYlnbIAAjQ5s.jpg,,in,Bifrost,20,24,90,https://x.com/Tarmizi___/status/1694312876134330369,212937191,Tarmizi___
1.69E+18,Wed Aug 23 05:05:06 +0000 2023,103,Set dah rangka Esaf Hondah ganti nama jd rangka insyaf aja dah https://t.co/ZpnQmEi4x8,1.69E+18,https://pbs.twimg.com/ext_tw_video_thumb/1694213884067160064/pu/img/AnbCGqNCRhx2dUjN.jpg,,in,Indonesia,2,18,33,https://x.com/koyaltg/status/1694214158164865356,131112652,koyaltg
1.69E+18,Wed Aug 23 07:23:27 +0000 2023,216,Rangka motor matic Honda tipe eSAF saat ini tengah ramai jadi bahan perbincangan. Ramai nya perbincangan di Media Sosial lantaran beredar video rangka yang mengalami keropos hingga patah di bagian tengah. Host &amp,,,,,,,,,,,
1.69E+18,Tue Aug 22 09:05:07 +0000 2023,8,namanya jg inovasi kadang berhasil kadang kureng.. tp kasus rangka esaf mestinya yg patah itu dapet rangka ganti tanpa kena fee.. alasan kurang dirawat jg gak tepat matic kecil dan sedang disini seringnya buat workhorse.. bukan barang hobi yg cuma dielus2 dan dipake pas wiken..,1.69E+18,,,in,,0,3,8,https://x.com/TheMornin9/status/1693912171414188082,1402742474,TheMornin9
1.69E+18,Wed Aug 23 12:56:09 +0000 2023,1,hatiku ini sperti rangka ESAF alias berkarat dan mudah patah ,1.69E+18,,,in,dps,0,0,0,https://x.com/s8nnnic/status/1694332701992759743,1.66E+18,s8nnnic
1.69E+18,Wed Aug 23 10:02:44 +0000 2023,20,KARENA SERING PATAH RANGKA ESAF HONDA SEKARANG BISA DIBELI ECERAN https://t.co/tLj0Qt7ytL,1.69E+18,https://pbs.twimg.com/media/F4NSv2pakAA5K_z.jpg,,in,,0,1,2,https://x.com/univlox/status/1694289059970273304,1.42E+18,univlox
1.69E+18,Wed Aug 23 10:43:07 +0000 2023,6,Beberapa waktu ke belakang rangka eSAF telah menjadi trending di media sosial karena dituduh mudah keropos. Lalu bagaimana faktanya? Ã¢ÂÂ£ Ã¢ÂÂ£ #rangkaesaf #esaf #honda #rangkamotor #detikoto #otomotif https://t.co/lFmMMdS0pl,1.69E+18,https://pbs.twimg.com/media/F4NcC0HaIAAOUI8.jpg,,in,ÃƒÅT: -6.311655106.753334,0,1,5,https://x.com/detikoto/status/1694299222114472073,80543284,detikoto
1.69E+18,Wed Aug 23 16:09:28 +0000 2023,2,Kocaknya emang tim public relations issuenya cuma rangka eSaf keropos malah dibuka boroknya ada silica wkwkwkwkkk,1.69E+18,,,in,Yogyakarta Indonesia,0,0,0,https://x.com/Rifkyilhamrd/status/1694381351527714926,596125149,Rifkyilhamrd
1.69E+18,Wed Aug 23 12:02:11 +0000 2023,1,Astra Honda Motor (AHM) akhirnya kasih klarifikasi soal rangka motor eSAf yang berkarat. https://t.co/wKB3IFPgAA,1.69E+18,,,in,,3,4,1,https://x.com/kumparan/status/1694319116839162133,7.60E+17,kumparan
1.69E+18,Mon Aug 21 19:08:11 +0000 2023,365,@NarasiNewsroom Rangka esaf vendornya dr mana ya https://t.co/kmcEjItlJ6,1.69E+18,https://pbs.twimg.com/media/F4E8lHfaAAAsLMG.jpg,NarasiNewsroom,in,Ã°Å¸â€¡ÂµÃ°Å¸â€¡Â¸side's,4,12,52,https://x.com/elninovena/status/1693701550890443191,1664570702,elninovena
1.69E+18,Sun Aug 20 13:16:21 +0000 2023,9,Rangka eSAF... Rangka motor yang lagi heboh... https://t.co/SdacceTLnB,1.69E+18,https://pbs.twimg.com/media/F3-idp5bsAAl9C7.jpg,,in,,0,7,0,https://x.com/AbanggSayur/status/1693250619824574523,1.10E+18,AbanggSayur
1.69E+18,Tue Aug 15 01:02:03 +0000 2023,4,Sasis eSAF yang berkarat disinyalir jadi penyebab banyaknya Beat yang mengalami patah rangka. https://t.co/rVWrSNLb3l,1.69E+18,,,in,Jakarta,0,2,2,https://x.com/kompascom/status/1691253888270360578,23343960,kompascom
1.69E+18,Mon Aug 21 14:31:46 +0000 2023,0,Perasaan lagi rame rangka esaf patah atau keropos ngeliat banyak sosial media influencer jumping on the trend tapi kontennya malah nge-deflect dari problem yg ada. Malah ada yg cuma jd bahan becandaan doang. Perasaan gw doang or ?,1.69E+18,,,in,Bikini Bottom,0,1,0,https://x.com/MilanOutLoud/status/1693631986655474064,1498733456,MilanOutLoud
1.69E+18,Sun Aug 20 05:30:25 +0000 2023,0,Kalau memang sebagus itu kenapa harus patah rangka tengah ? https://t.co/9jDwumA8NC Rangka eSAF itu kini lagi ramai diperbincangkan karena banyak kasus sasis motor berkarat keropos bahkan sampai patah. Tapi apa saja kelebihan rangka eSAF?,1.69E+18,,,in,,0,0,0,https://x.com/NusantaraSaja/status/1693133363459367213,1.68E+18,NusantaraSaja
1.75E+18,Mon Jan 29 23:59:25 +0000 2024,0,Dari semua saham blue chip di LQ45 Astra yang paling banyak kena sentimen negatif. Kontroversi rangka esaf Honda pemalsuan uji keselamatan Daihatsu sampe serangan mobil listrik BYD China jadi bikin market takut proyeksi Astra kedepan bakal terancam https://t.co/WB1xMMuJZa,1.75E+18,https://pbs.twimg.com/media/GFDHNRPaUAA8gIB.jpg,,in,Jakarta Timur DKI Jakarta,0,2,0,https://x.com/amjipyeong/status/1752119288255889809,1.15E+18,amjipyeong
1.81E+18,Sat Jul 20 11:43:57 +0000 2024,5,@innovacommunity Ini baru namanya salah satu motor family man meskipun rangka esaf bisa buat usaha ngangkut gabah sampe jadi beras https://t.co/4ly6BA05VG,1.81E+18,https://pbs.twimg.com/media/GS7Z5vKbIAExSMM.jpg,innovacommunity,in,Jakarta ,0,0,0,https://x.com/Sibalakasadut18/status/1814627300669059314,270687718,Sibalakasadut18
1.77E+18,Sat Mar 16 04:43:41 +0000 2024,0,Oyi rek tolong saranin motor yg awet bensin dong. Mau beli honda tp kok kmarin viral masalah rangka esaf yg gampang karat,1.77E+18,,,in,,0,5,0,https://x.com/ngalamfess/status/1768860665874416029,1.16E+18,ngalamfess
1.78E+18,Sun Apr 28 08:04:30 +0000 2024,0,Honda Stylo itu masih pake rangka esaf kah?,1.78E+18,,,in,di tempat hatimu,0,2,0,https://x.com/sisilainpetrik/status/1784493880320098719,1.57E+18,sisilainpetrik
1.70E+18,Thu Aug 31 07:58:15 +0000 2023,54, kemarin lewat meme rangka esaf versi hot wheels minta dong https://t.co/Ld6ld0b1kq,1.70E+18,https://pbs.twimg.com/media/F42DJT5aAAAxUeK.jpg,,in,Indonesia,1,13,2,https://x.com/tanyarlfes/status/1697156834472448222,1371650588,tanyarlfes
1.70E+18,Mon Sep 04 03:37:05 +0000 2023,82,Ini real gak ya? Supra pake rangka esaf juga kah? Kirain matic aja. Tolong dong yg tahu beri pencerahan ke sender. Tanyarl https://t.co/JOUo9Qe4i9,1.70E+18,https://pbs.twimg.com/media/F5JtuncbwAA3rn0.jpg,,in,Indonesia,5,30,3,https://x.com/tanyarlfes/status/1698540661249900566,1371650588,tanyarlfes
1.74E+18,Thu Dec 28 08:54:16 +0000 2023,261,@fikrhmn Yaaa palingan kayak rangka esaf kemarin hehe,1.74E+18,,fikrhmn,in,Indonesia,2,5,8,https://x.com/ezash/status/1740295086339211748,105080250,ezash
1.73E+18,Tue Nov 21 06:35:07 +0000 2023,0,Bukan rangka eSaf... Yamaha mio m3 2017 Sedikitpun gak ada penampakan karat di rangkanya... https://t.co/ehmXNDNDkM,1.73E+18,https://pbs.twimg.com/media/F_cCev9aoAAE-il.jpg,,in,Senovarty,0,2,0,https://x.com/badonci_/status/1726851718275907749,619859696,badonci_
1.73E+18,Sun Nov 19 11:21:35 +0000 2023,0,Sedikit percakapan komedi ketika servis Ã¢â‚¬Â : wah mas iki unu wes kenek : kenek apane mas pola pikir pola asuh? Ã¢â‚¬Â : guduk mas iku unu kenek rangka eSAF sontak seketika diriku dan teknisi Ã¢â‚¬Â : Tak berselang lama ibu'ku masih bingung dan merespon : apane iku mas? https://t.co/QC2PS3T4TK,1.73E+18,https://pbs.twimg.com/media/F_Sw26WaYAAFRsW.jpg,,in,Earth +62,0,5,0,https://x.com/bay_Wina/status/1726199033327427614,1.35E+18,bay_Wina
1.74E+18,Thu Dec 28 19:15:05 +0000 2023,2,yaris masuk skandal manipulasi keselamatan ternyata kirain yaris cross doang lah terlanjur beli trus pertanggung jawabannya gimana tuh astra ntar kayak rangka esaf paling babik babik https://t.co/z3RWLwRCtg,1.74E+18,https://pbs.twimg.com/media/GCdTQD7aYAARd4O.jpg,,in,winterfell,0,0,0,https://x.com/luckytsar/status/1740451318580510916,97626474,luckytsar
1.79E+18,Sun May 12 07:02:15 +0000 2024,1,Terbukti rangka ESAF kuat ig/ryanadinata17 #hondascoopy #indonesia #menolaklupa271t #EasyWithINDO #ShaniBaik #EveryMommyLoveNewwiee #WHEREISJUN #InteraksiBarengRony #Ciater #BiroJomblo https://t.co/nzHiiyUj7v,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1789550608216936448/pu/img/DyUYmA5KmI2knsmC.jpg,,in,,0,1,0,https://x.com/PelatChat/status/1789551645212479799,1.61E+18,PelatChat
1.76E+18,Thu Feb 15 09:15:16 +0000 2024,1,Beks emang rangka esaf sejelek itu ya? Gue ada rencana beli motor beat mending beli yang 2023 atau yang 2019 sebelum esaf? Please butuh pencerahan galau bgt jgn saranin motor lain ya bikos udh cinta bgt ama beat WKWK,1.76E+18,,,in,Bekasi Jawa Barat,0,7,0,https://x.com/bekasibase/status/1758057379248447514,1.32E+18,bekasibase
1.69E+18,Thu Aug 24 05:30:00 +0000 2023,47,Rangka eSAF telah digunakan pada motor matic keluaran Honda pada tahun 2019. Rangka eSAF kemudian menjadi common part di model-model skutik Honda terkini. Setelah digunakan pada model Genio rangka eSAF juga digunakan pada model Scoopy BeAT dan juga Vario 160. https://t.co/nXdRqOuMde,1.69E+18,https://pbs.twimg.com/ext_tw_video_thumb/1694560537378721792/pu/img/JkdF0yG4J7sYn5OD.jpg,,in,,4,8,16,https://x.com/detikcom/status/1694582809158128031,69183155,detikcom
1.69E+18,Thu Aug 24 13:37:32 +0000 2023,35,Rangka eSaf itu diperkenalkan pertama kali pada 2019 dan telah diaplikasikan di beberapa jenis sepeda motor Honda. https://t.co/rp9CRg5r4X,1.69E+18,https://pbs.twimg.com/media/F4TK9mVacAEK3Py.jpg,kompascom,in,Jakarta,5,1,10,https://x.com/kompascom/status/1694705501018460227,23343960,kompascom
1.69E+18,Thu Aug 24 13:37:39 +0000 2023,3,Belum diketahui pasti apa penyebab dari keroposnya rangka eSaf buatan Honda. AHM juga belum memberikan klarifikasi yang diinginkan konsumen. Simak kelanjutan polemik ini di https://t.co/zFZaqncHmv,1.69E+18,,kompascom,in,Jakarta,0,1,1,https://x.com/kompascom/status/1694705532094005689,23343960,kompascom
1.69E+18,Fri Aug 25 03:46:54 +0000 2023,0,Kenapa ga ditarik saja produk yang pakai rangka eSAF?,1.69E+18,,,in,Yogyakarta Indonesia,0,2,0,https://x.com/toniheru/status/1694919253185741067,134393690,toniheru
1.69E+18,Thu Aug 24 05:22:00 +0000 2023,1,Menurut AHM noda seperti karat yang ada di rangka eSAF bukan sebuah karat melainkan lapisan silicate. https://t.co/IHfyvtQmEy,1.69E+18,,,in,,0,2,1,https://x.com/detikcom/status/1694580796013658591,69183155,detikcom
1.69E+18,Thu Aug 24 10:18:19 +0000 2023,3,BRIN Buka Suara Soal Rangka eSAF Honda Bercak Kuning https://t.co/l65jNusQdC,1.69E+18,,,in,,1,1,1,https://x.com/CNNIndonesia/status/1694655368784425092,17128975,CNNIndonesia
1.69E+18,Fri Aug 25 05:00:57 +0000 2023,3,Honda Respons YLKI Minta Klarifikasi Rangka eSAF Diduga Karat-Patah https://t.co/HlD1V6IgOx,1.69E+18,,,in,,1,2,0,https://x.com/CNNIndonesia/status/1694937886859391102,17128975,CNNIndonesia
1.69E+18,Wed Aug 23 11:02:08 +0000 2023,56,Nih klarifikasi langsungnya kenapa rangka eSAF ada kuning-kuningnya #gamescom2023 https://t.co/TBgRsz3YA4,1.69E+18,https://pbs.twimg.com/ext_tw_video_thumb/1694303811211522048/pu/img/9d5yWgET_ovtwpcX.jpg,,in,,5,78,11,https://x.com/Aguztino86/status/1694304008486404319,1479773418,Aguztino86
1.69E+18,Wed Aug 23 08:09:44 +0000 2023,0,HONDA secara RESMI akan melakukan Klarifikasi hari ini mengenai Rangka eSAF yang disebut mirip seperti MOTOR LIPAT https://t.co/edUBXdEvQd,1.69E+18,https://pbs.twimg.com/media/F4M4x7gboAAVxkS.jpg,,in,turn on notificationÃ°Å¸â€â€,0,0,0,https://x.com/remajasosmed/status/1694260621053997207,7.41E+17,remajasosmed
1.69E+18,Wed Aug 23 01:38:30 +0000 2023,22,Waktu isu ini rame di awal2 minggu lalu ada yg komentar Makanya rangka motor tuh dirawat Heh? Dari kapan rangka dirawat rutin? Honda Grand Astrea jaman kuliah &amp,,,,,,,,,,,
1.80E+18,Thu May 30 10:25:43 +0000 2024,0,membuktikan bukan rangka esaf ,1.80E+18,,,in,,0,0,0,https://x.com/FeryNdut1/status/1796125833310175684,1.25E+18,FeryNdut1
1.76E+18,Wed Feb 28 03:35:51 +0000 2024,0,rangka ESAF Fnya fold. uda kek hengpon ae https://t.co/vhbLXkEDAV,1.76E+18,https://pbs.twimg.com/media/GHZOyeVbcAAbfLz.jpg,,in,,0,0,0,https://x.com/maulidmoon/status/1762683001824231608,1.38E+18,maulidmoon
1.69E+18,Thu Aug 24 05:37:10 +0000 2023,2,@detikcom Ngelesss teruss luu,1.69E+18,,detikcom,in,Indonesia,0,0,0,https://x.com/AsepSub1348/status/1694584614944423982,9.25E+17,AsepSub1348
1.69E+18,Thu Aug 24 06:50:31 +0000 2023,0,@detikcom Emang ada paper atau jurnalnya kah? Di negara maju lain bagaimana?,1.69E+18,,detikcom,in,,0,0,0,https://x.com/pakar_ai/status/1694603071685599236,1.59E+18,pakar_ai
1.69E+18,Thu Aug 24 09:21:43 +0000 2023,0,@detikcom Klu patah trs konsumen srh byr aneh jg apa hrs class action bgm YLKI LBH berani?,1.69E+18,,detikcom,in,Semarang Jawa Tengah,0,1,0,https://x.com/Ruhukailendrico/status/1694641124173029806,7.38E+17,Ruhukailendrico
1.69E+18,Thu Aug 24 15:08:14 +0000 2023,0,@detikcom Mana ada produsen yg mau ngaku barangnya jelek..,1.69E+18,,detikcom,in,,0,0,0,https://x.com/7ukimin/status/1694728329210020314,1.07E+18,7ukimin
1.69E+18,Thu Aug 24 18:08:31 +0000 2023,0,@detikcom CANGGIH TAPI KEROPOS BUAT APA?!! SEMAKIN KE SINI MOTOR HONDA TAMBAH JELEK BENER KUALITASNYA!,1.69E+18,,detikcom,in,,0,0,0,https://x.com/AdhinkFadillah/status/1694773697666801867,1.54E+18,AdhinkFadillah
1.69E+18,Fri Sep 01 04:38:46 +0000 2023,0,@detikcom Tapi kok sekarang banyak yang posting rangkanya pada busuk ya? Kenapa tuh? Bagusan yang lama,1.70E+18,,detikcom,in,Tangerang Indonesia,0,0,0,https://x.com/kendipeot/status/1697469020054913483,1.03E+18,kendipeot
1.69E+18,Thu Aug 24 14:58:40 +0000 2023,2,@kompascom Apakah rangka esaf termasuk katagori part fastmoving? Seperti kapas rem ?,1.69E+18,,kompascom,in,kartasura,0,0,1,https://x.com/wayangedemanuke/status/1694725921608241469,8.63E+17,wayangedemanuke
1.69E+18,Thu Aug 24 15:01:51 +0000 2023,2,@kompascom Ganti ah ke Yamaha atau Suzuki....,1.69E+18,,kompascom,in,,0,1,0,https://x.com/caseyforkids/status/1694726719717200022,1.65E+18,caseyforkids
1.69E+18,Thu Aug 24 15:09:04 +0000 2023,1,@kompascom Ngeriiiii hond* makin horor. Jangan beli merk ini,1.69E+18,,kompascom,in,Sleman Indonesia,0,0,0,https://x.com/massben/status/1694728537889284281,71832629,massben
1.69E+18,Thu Aug 24 16:24:18 +0000 2023,3,@kompascom Berani Recall ganti yg baru gak??? Atau malah suruh beli rangka??? Coba Bapak dan Ibu yg terhormat dan digaji pakai uang rakyat bisa bantu kasih solusi bagi rakyatnya yg beli motornya aja banyak yg nyicil dan sekarang dapat motor karatan. Bisa ,1.69E+18,,kompascom,in,Yogyakarta Indonesia,1,2,0,https://x.com/LambeNggambleh/status/1694747471648526737,1.60E+18,LambeNggambleh
1.69E+18,Thu Aug 24 18:14:57 +0000 2023,1,@kompascom Kapan honda diboikot?,1.69E+18,,kompascom,in,Central Region Singapore,0,0,0,https://x.com/Ng3G4/status/1694775315623743993,1.11E+18,Ng3G4
1.69E+18,Thu Aug 24 22:13:30 +0000 2023,3,@kompascom rencanya mau beli Honda Beat kalo gini ga jadi dah mending beli Harley Davidson,1.69E+18,,kompascom,in,Outdonesia,0,1,0,https://x.com/ucritismadness/status/1694835350747947373,9.64E+17,ucritismadness
1.69E+18,Thu Aug 24 22:16:35 +0000 2023,1,@kompascom Solusinya perbaiki ke AHASS Tapi pake bayar gak? Klo bayar siapa yg bayarin? Si Senior Manager?,1.69E+18,,kompascom,in,,0,0,0,https://x.com/WidyaSwaraUtama/status/1694836123774951618,1167616273,WidyaSwaraUtama
1.69E+18,Fri Aug 25 00:05:30 +0000 2023,12,@kompascom Kalau aku jadi perusahaan saingan akan buat iklan gede-gede bahwa rangka motor kami bebas perawatan dan kalau patah bakal diganti tanpa biaya. Pasti honda bakalan nyungsep. Ini bakal jadi awal kejatuhan honda,1.69E+18,,kompascom,in,Bogor,1,3,1,https://x.com/agungrahutomo/status/1694863535065763901,77157351,agungrahutomo
1.69E+18,Fri Aug 25 03:38:45 +0000 2023,2,@kompascom periksa ke AHASS klo ga bisa klaim Solusinya beli rangka baru seharga 1.150.000 solusi team marketing ,1.69E+18,,kompascom,in,pekanbaru-Riau,0,0,0,https://x.com/fadhliridho1/status/1694917203408396405,491949677,fadhliridho1
1.69E+18,Fri Aug 25 04:20:40 +0000 2023,0,@kompascom Ganti rangka ga se-simpel ganti oli atau kampas rem. Soalnya harus ganti STNK juga. Kalo jadi recall ga kebayang AHM ribet ngurusi administrasi STNK juga.,1.69E+18,,kompascom,in,Balikpapan,0,0,1,https://x.com/PapaNeo/status/1694927748798853556,59738164,PapaNeo
1.69E+18,Thu Aug 24 14:38:49 +0000 2023,0,@kompascom Komstir juga harus nya,1.69E+18,,kompascom,in,Amundsen Scott Station,0,0,0,https://x.com/prfromaga/status/1694720926225732002,159703895,prfromaga
